"Watching Youtube videos ","pos","NO_QUERY","0"
"http://twitpic.com/7wp4y - Andrew already fell asleep on our road trip ","neg","NO_QUERY","0"
"@alicephilippa Knee is behaving today  but I am being wise and good  that's the first time I've pushed myself all day","pos","NO_QUERY","0"
"@BlackWaterBlog waiting for midnight to call my mummy to wish her happy mothers day  and recording a CD","pos","NO_QUERY","0"
"@johnski yeah, those clouds are just taunting us. Some thunder and lightning would be cool too. @holygod maybe you could hook it up? ","pos","NO_QUERY","0"
"@warhawkprincess I tried to join your game yesterday, connection failed ","neg","NO_QUERY","0"
"prenatal yoga class, yard sales, and shopping for baby Liam. ","pos","NO_QUERY","0"
"@THEArtistT I will pray for life too ","pos","NO_QUERY","0"
"Not one decent candidate in the Leinster European election  though it didn't take til today to discover that... v poor...","neg","NO_QUERY","0"
"Last day of forest-week was so nice actually those kids in my group were so nice and sweet and listened to what I said ","pos","NO_QUERY","0"
"inFamous on the PS3 sucks the big one. Sooo disappointed in it and wish I'd tried the demo first ","neg","NO_QUERY","0"
"@LinaPutsIn_WorC going home.. where u at? See how you do me.  .LOL and the i just saw an ExTenZe commerical. What can I say it got bigger!","neg","NO_QUERY","0"
"Had a great weekend!  Lookin forward to work today. Good thing too cause there is a lot of work to be done ","pos","NO_QUERY","0"
"@lmgold you mean the 8 year olds at the pool? haha ","pos","NO_QUERY","0"
"@DUMBRAT you know what entertains more, Colin Firth singing. ","pos","NO_QUERY","0"
"not good pool weather ","neg","NO_QUERY","0"
"not a good time to be me  ...","neg","NO_QUERY","0"
"@Jessicaveronica its fine be inapropriate we dont care ","pos","NO_QUERY","0"
"When theee clouds of joy meet the satsuma...they colour in the sky with colours that have no intent to end! ","pos","NO_QUERY","0"
"Lots of HTML to do Today ","neg","NO_QUERY","0"
"@darlingnikki08 @tommytrc I'm great!! just missing my computer  should I try out for the Bachelor? miss tweeting w u both!","neg","NO_QUERY","0"
"Got into a fight with this guy on the forum. I swear they all hate me on there. The only person that defended me deserted me. I miss him ","neg","NO_QUERY","0"
"Bai KT and I have decided that at my Disney wedding we will have a parade and a mushroom trampoline float that KT and Bai will jump on ","pos","NO_QUERY","0"
"Gonna make chicken terrayiki benihana style!! my fave.yummy ","pos","NO_QUERY","0"
"Yay! I'm so happy to find Mitchell &amp; Ness Magic Johnson jersey!!! In time for grad&amp;dad day! ","pos","NO_QUERY","0"
"@laurenbroadway I agree. Just wish I had a ball to go to. ","neg","NO_QUERY","0"
"somebody plz save me! im doing homework and i think im gonna die from boredom ","neg","NO_QUERY","0"
"@benjmay do YOU have an H1N1 tshirt?  http://bitly.com/Rc7Hp","pos","NO_QUERY","0"
"Wishing I would win the lottery ","neg","NO_QUERY","0"
"Is trying to get ready to have breakfast with Nick's friends in Brooklyn.  Good weather for a wedding in New Jersey ","pos","NO_QUERY","0"
"@film24 as long as it's not hot dogs... ","pos","NO_QUERY","0"
"alkaline trio wednesday, taking back sunday on friday. Radtastic! The dead hookers in @justitvs are stinkin up the house though ","neg","NO_QUERY","0"
"new layout at http://robertandkristen.org, go check it out ","pos","NO_QUERY","0"
"@nsane8 Which one?  Do you have their number in case I wanted to make a reservation. ","pos","NO_QUERY","0"
"@dannygokey Upload them onto the computer, then go to twitpic.com. It shouldn't be that hard. ","pos","NO_QUERY","0"
"Off to bling the Motorhomes, again.  ","pos","NO_QUERY","0"
"@TheDannyNoriega haha hard to say...it was cold&amp;rainy yesterday..today was muggy. the weather here can't make up its mind ","neg","NO_QUERY","0"
"@GeorgeVHulme Here we go: http://www.revisualized.com/bookshelf/index.php Don't mind the mess in the background on the last picture. ","neg","NO_QUERY","0"
"Yay!!! I got everything I needed from Target for less than $100!!!  Off to the gym!","pos","NO_QUERY","0"
"@AmyyVee sweet. It works. haha. I couldn't view it a while back... ","pos","NO_QUERY","0"
"just finished 3 hours of piano playing...fingers are starting to feel good again, not so much of a struggle.  Fantasie here I come again!!","pos","NO_QUERY","0"
"is papering her life away. so much for a fun birthday weekend. ","neg","NO_QUERY","0"
"aw taxi man is going fast just for meee ","pos","NO_QUERY","0"
"@i9News Oh noes! No news! ","neg","NO_QUERY","0"
"@skip2myliu I didn't know! You didn't even say bye ","neg","NO_QUERY","0"
"@run2finish Thanx  icing my knee again. Weird I don't feel the pain during the run but always after.","pos","NO_QUERY","0"
"Blah....fever keeps coming back ","neg","NO_QUERY","0"
"Finally almost home ","pos","NO_QUERY","0"
"@histwinklingeye not uh.. Theres a sheryl..  people thnk there a good couple. When there not","neg","NO_QUERY","0"
"@RussertXM_NBC I was rooting for him too.    I really thought he'd do it this time...","neg","NO_QUERY","0"
"True love is Holly Johnson 'Americanos'. I'll love this song forever! Got it blasting! ","pos","NO_QUERY","0"
"@kirstiealley missy come to irelandcos me thinks u would hae fun  that and u are legend  go raibh maith agat ","pos","NO_QUERY","0"
"#ivf means i have to take antibiotics before ceri's procedure... they give me indigestion ","neg","NO_QUERY","0"
"Nice week-end here. Enjoyed relaxing. Heather is moving out with friends June 20th. She's all grown up now. ","neg","NO_QUERY","0"
"My nose is draining. . But everything else feels wayyy better ","pos","NO_QUERY","0"
"@OliverPhelps Me and decorating don't mix. I can tell you that's it's sunshine and blue skies in Edinburgh ","pos","NO_QUERY","0"
"@grrb I say yes!  I'm sure he'll love it.","pos","NO_QUERY","0"
"@crazedisme take it easy on the booze! ","pos","NO_QUERY","0"
"Worst day ever. Haven't had one of these for some time... I feel second.  http://myloc.me/rL7","neg","NO_QUERY","0"
"@cdouglasroberts.... awww  Im across the state in Knoxville.","neg","NO_QUERY","0"
"doesn't like that Twitter hurts feelings  so sad! that never happens on facebook...","neg","NO_QUERY","0"
"The Da Vinci Code!! eek. ","pos","NO_QUERY","0"
"@Theserashow  urs!!","neg","NO_QUERY","0"
"awake to the sounds of hammers and drills. ","neg","NO_QUERY","0"
"@T_C_B I was able to avoid the fair blocking the road and picked up my lb of Michigan Cherry coffee. I'm happy again ","pos","NO_QUERY","0"
"I think everyone has left me to my lonesome. HELP!!!! I can't wear self down enough to sleep ","neg","NO_QUERY","0"
"I'm going to nap then I  really want to talk to @HeyItsRiley I miss her and my week is sucky ","neg","NO_QUERY","0"
"@devidarkwolf Yeah I have but I hardly remembered the 1st one. Soooooo much love omg. My video store ran out of the 3rd though. FAIL! ","neg","NO_QUERY","0"
"I definitely started my birthday off right ","pos","NO_QUERY","0"
"@dressjunkie Yeh, I am excited  @lipsandlashes  Thanks! x","pos","NO_QUERY","0"
"just got out of the shower, my tummy hurted ","neg","NO_QUERY","0"
"@chriscolhoun Enjoy @UXLondon dude! And by dude I mean, I hate you you lucky bastard ","pos","NO_QUERY","0"
"@itsgravybaby  makes me sad that a family falling apart is so entertaining for the masses.","neg","NO_QUERY","0"
"@Tamara_Stecyk I would love to but I probably can't find a sitter  I'm all about the free food.. lol","neg","NO_QUERY","0"
"Received THREE vaccine shots today so I won't get sick over in Vietnam.  But they hurt so badly now... ","neg","NO_QUERY","0"
"now that i think about it theres alot of ways to have sex ","pos","NO_QUERY","0"
"@Trucco905 Thank you! You too sweet Nadia ","pos","NO_QUERY","0"
"Just got home from work and tired ","pos","NO_QUERY","0"
"@pompeygal oh I know I'm getting browner as day. Goes on  yeah I watched fell asleep b4 second part thought diversity were awesome ","pos","NO_QUERY","0"
"800 followers and counting (@ecostin eÃÂti pregÃÂtit sÃÂ rÃÂmÃÂ¢i ÃÂ®n spate?) ","pos","NO_QUERY","0"
"On my way to Tyler to take Carson to the in laws! Will not see him for two weeks ","neg","NO_QUERY","0"
"Finally !! School's out. Now at home ","pos","NO_QUERY","0"
"Were having an ice cream party today  catered by cold stoneee! Best thing about private school, we get the best shit.","pos","NO_QUERY","0"
"@sgfernandez sal! &quot;Up&quot; was sad??! how?? i love all pixar movies! have you seen &quot;happy feet?&quot; It's sooo cute &amp; funny ha ","pos","NO_QUERY","0"
"is back at college ","neg","NO_QUERY","0"
"Yeah, i don't think i burned.  now i am watching josh and michael play halo 3.","pos","NO_QUERY","0"
"I knew i should have never tried camel crush cigarettes...I like them ","neg","NO_QUERY","0"
"I'm freezing and numb all over. ","neg","NO_QUERY","0"
"@_TereBleu me too ","neg","NO_QUERY","0"
"working at delilited it sucks ","neg","NO_QUERY","0"
"@libdems lol  Covering election on a Sunday... poor you.  The sacrifices one makes for Queen and Party!  ","pos","NO_QUERY","0"
"I wasn't too thrilled with Wilco's performance on Conan ","neg","NO_QUERY","0"
"I have a sore throat and don't like it. But off to physics I go.. ","neg","NO_QUERY","0"
"@BreadSU09 see thats the smart thing to do , me i just leave it in the kitchen ! a new box too . got it last night i wake up and its done ","neg","NO_QUERY","0"
"auchh, drop by 1  (19)yehia.org","neg","NO_QUERY","0"
"@TheRealJordin Praying for your strength. Stay strong Jordin.  Curious though. How many hours do you spend there? ","pos","NO_QUERY","0"
"@morninglory ahhh then its your laptop that's the fault, did you download desktop manager without the media addon as that's a major POS ","pos","NO_QUERY","0"
"Starting to panic about impending first semester dentistry exams - waaaa!!! And on that note, really wishing I had a photographic memory ","neg","NO_QUERY","0"
"thinkin and waitin to get my fone back on i will be so re-assured if i just KNOW he knows i have my fone on  then i wont worry as much! ","pos","NO_QUERY","0"
"@griffplar Sorry, Dad didn't order MGSPO+ when I asked him to and now its gone up in price and is out of stock &gt; ","neg","NO_QUERY","0"
"@Theresa_E Thanks!! and thanks for the flickr comments ","pos","NO_QUERY","0"
"Ultrasound at 1. I hope they figure out why my stomach won't stop hurting! ","neg","NO_QUERY","0"
"My phone got wiped (thanks to jackass tom) I need all your bb pins again  tnx","neg","NO_QUERY","0"
"Ok, that's 2 crashes on iPhone TweetDeck. Waiting for the update ","neg","NO_QUERY","0"
"http://bit.ly/PmvRY  I want Jensen to be in the top 20! He's currently the 22nd or 23rd.  PLEASE VOTE!","neg","NO_QUERY","0"
"I WANT TO GO SWIMMING! ","neg","NO_QUERY","0"
"school was moved again to m0nday, i'm not sure if i should be happy or not..no fuss yet no allowance..sheesh, be broke soon ","neg","NO_QUERY","0"
"@OneLuvGurl Thank you!! HUGS to you and @toosweet4rnr ","pos","NO_QUERY","0"
"@eatlikeagirl have you recovered yet!  can't wait till the next one","pos","NO_QUERY","0"
"@MistiPearl I don't think we have moose in Colorado. We have plenty of elk though. ","pos","NO_QUERY","0"
"I can't sleep cuz the rain/thunder/lightning but I love it ","pos","NO_QUERY","0"
"@alefragisp, @kapsali, just saw your tweets, glad you liked the post ","pos","NO_QUERY","0"
"i hate visiting dying ppl in the hospital, even if i dont know them ","neg","NO_QUERY","0"
"@cstar78 Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip ","pos","NO_QUERY","0"
"i'm so pissed i can't go meet lauren conrad at the  mall today! ","neg","NO_QUERY","0"
"now offering free hugs with any smartass remark ","pos","NO_QUERY","0"
"@magicmaid good morning ","pos","NO_QUERY","0"
"@joamna so far theres only 20 min.  its a comic by the hellboy. Ah. Im trying to remember by book. I lost some somewhere.","neg","NO_QUERY","0"
"Oh Lady Gaga is on Rove tonight. She is going to ruin the whole show for me ","neg","NO_QUERY","0"
"@eric_michael no no you're fine  ohhh i had a dream about you ! i dont remember what you were doing though =/","pos","NO_QUERY","0"
"went back to sleep after alarm  running around trying to catch up now lol","neg","NO_QUERY","0"
"wishing my surgery would just be over with so I have a chance at MAYBE returning to school in Sept! Had a fun day out of the house  night!","pos","NO_QUERY","0"
"I hate this research paper! ","neg","NO_QUERY","0"
"@jcmagnaye sure  I'm sure once I spread the word, the planning sessions on YM would begin... ","pos","NO_QUERY","0"
"Ouch. Just watched a guy fall up the stairs w/ his popcorn &amp; pop beside me at the theatre. First thought I had: &quot;Thank God it wasn't me&quot; ","neg","NO_QUERY","0"
"@anderstw Very cute! Send them my love. ","pos","NO_QUERY","0"
"@ddlovato do you like spiders? well not like, but are you afraid of them. cause they're my biggest fear ","neg","NO_QUERY","0"
"@shawnlimtianjun i heard it was a lousy movie though ","neg","NO_QUERY","0"
"So bored at work already. ","neg","NO_QUERY","0"
"Good morning! Construction on I-4 EB near OBT &amp; SR-408 WB near Goldenrod. Left lanes blocked, but no delay. ","pos","NO_QUERY","0"
"Had a nice morning with chocolate milk and donuts ","pos","NO_QUERY","0"
"Bummer. There were two Sundowns I wanted to see &amp; tonight was the only one I was in town for and they move it to the TN Theatre. ","neg","NO_QUERY","0"
"@HeatherPark It IS time that you left the office! Although I should talk...I just got home about an hour ago.  ","neg","NO_QUERY","0"
"OH MY GOD! &lt;.&lt; i hate you for sending me this...must keep reading ","neg","NO_QUERY","0"
"missing my man and going to bed with a tear in my eye  I really hate tuesdays  x2","neg","NO_QUERY","0"
"i'm gonna go do errands by myself  i hate being old.","neg","NO_QUERY","0"
"@AngelOfThePage don't be stressed!! It'll be so fun! And no one cares what your house looks like!! ","pos","NO_QUERY","0"
"My wittle bunny friend... ","neg","NO_QUERY","0"
"@Iamamogul I know that's right! LoL!  I need to be taking over the world! I am a business woman! ","pos","NO_QUERY","0"
"Is ready to be appreciated tonight! But not to say goodbye to Susie ","neg","NO_QUERY","0"
"@Enamoredsoul ive also gotta figure out what loans of my defaulted. this is just getting bigger and bigger.  lol.","neg","NO_QUERY","0"
"in beedd, wish i could watch movies from under my covers but i dont have a tv in my room  i hate when im lonely! it makes me feel weak, eh","neg","NO_QUERY","0"
"@awaltzforanight which ones? sori won ","pos","NO_QUERY","0"
"@ganeshaxi Note: @ replies DO go to the PublicTimeline. Check it out: http://twitter.com/public_timeline .  DMs (ideally!) do not.  ","pos","NO_QUERY","0"
"could be having serious iPhone trouble  this is not good. Back to old phone for now, hopefully iPhone will &quot;sleep it off&quot; ?","neg","NO_QUERY","0"
"im wearing a dress ","pos","NO_QUERY","0"
"@MissKatiePrice  Good!! Can i ask, why ur itv show missed a week out, last week ? There was nothing to watch on that thursday, gutted  x","neg","NO_QUERY","0"
"@MartianLuther  u r the truth. People can't handle the truth.","neg","NO_QUERY","0"
"had over $900 in sales today at Bebe, I'm a good salesperson ","pos","NO_QUERY","0"
"is ready for the fence to be fixed. ","neg","NO_QUERY","0"
"BPHS Orchestra spring concert tomorrow night!  7:00 pm @ the PAC! Freefreefree! B there or B square! As Reuben says, &quot;It's instupituous!&quot;","pos","NO_QUERY","0"
"@ManchesterJB so marie is the best model there  oh.she isn't,Heidi is the best..haha^^ I wouldn't believe the rumors but it could be true!","pos","NO_QUERY","0"
"giving away the baby robo hamsters, its so sad  but they are going to good homes so its ok.","neg","NO_QUERY","0"
"Voted for #eu09. Saw lots of people. But heard of a low voter participation. That's not very good ","neg","NO_QUERY","0"
"The Merry Gentleman - some interesting stuff, but overall nothing very memorable for me.  ","neg","NO_QUERY","0"
"and I am hungry ","neg","NO_QUERY","0"
"Thanks dear ","pos","NO_QUERY","0"
"@dreamcatcher85 admit it life would be sooo boring without me!! ","pos","NO_QUERY","0"
"forgot... now watching Tom and Jerry ","pos","NO_QUERY","0"
"@zobbified  I'm so... ronry, so ronry...","neg","NO_QUERY","0"
"@souljaboytellem thanks for tha entertainment! that was fun! goodnite y'all....sweet dreams ","pos","NO_QUERY","0"
"@mrtomasz Shut up! ","neg","NO_QUERY","0"
"@DinoRubble yup, it is. Guess that means I have to relax all day today, rats ","pos","NO_QUERY","0"
"@arcayae  Loving you!!!!","pos","NO_QUERY","0"
"I wonder where is @RealJessicaAlba I want her to come back and have a chat with us. Is she busy? Poor woman, ppl were harsh on her ","neg","NO_QUERY","0"
"@juliedziura hereeeeeeeeeeeeeeeeeee. i just woke up. i need to tell u abt my dream ","neg","NO_QUERY","0"
"Well that was a nice nap and btw still raining. ","neg","NO_QUERY","0"
"ppl on facebook claim your usernames quickly until it's too late ","pos","NO_QUERY","0"
"@anniejustsaid ahah i know i was going crazy trying to find it. my walls are blue so its so hard to see  lol","neg","NO_QUERY","0"
"@ChrissyChriss sorry I cant walk into churches. things start catching fire and I break out into eppileptic seizures. Sorry boo ","neg","NO_QUERY","0"
"@Brian_Godfrey sorry brian just saw this one ","neg","NO_QUERY","0"
"@marcusflint LOL, i know, right? i have to stick to a quote from twelfth night.  even if my sister's hair looks like wire.","neg","NO_QUERY","0"
"@mishaalie hopefully hes wearing his tight skinny jeannss...yummy  scrumtious","pos","NO_QUERY","0"
"@saharabloom I know. ","neg","NO_QUERY","0"
"@becca602 Me neither but unfortunately I have to go to work early, I do wish I could get back into bed and cover up in my sheets ","pos","NO_QUERY","0"
"@mathewsanders ...hot water? Not even tea?  haha","neg","NO_QUERY","0"
"this time next week   (pinpoint live &gt; http://ustre.am/2wLS)","pos","NO_QUERY","0"
"Off @ 530... Melting pot &amp;&amp; train depot 2nite! Not comin back to cway till sunday! ","pos","NO_QUERY","0"
"Still playing drinking games...fml I'm losing badd ","neg","NO_QUERY","0"
"I was going to say something but people would think there's a pun. Anyway, my lower half aches from the gym. ","neg","NO_QUERY","0"
"@sunflower_seeds duuuude i want japanese  that reminds me, me and mel went out for sushi when me and you weren't talking and it had th ...","neg","NO_QUERY","0"
"I am so mad about so many things and soooo depressed...just someone shoot me now!!! ","neg","NO_QUERY","0"
"@victoriaemily But I'm stuck in all day!!! I have to figure out a beach schedule b/c I can't wait to turn black! How r u hun?? ","pos","NO_QUERY","0"
"catching up on all the Trance sets i missed while in the Botswanan bush! life is goooood ","pos","NO_QUERY","0"
"@terrymyers yeah... didn't do either, lol. Went to a concert in Tampa instead,lol... wayyyy more fun! Hope u had afabulous day  xoxo","pos","NO_QUERY","0"
"@AndrewDearling Yay! Lets plan a twitter trip and bring as many of our followers - that way we get group concessions ","pos","NO_QUERY","0"
"In atlanta at the french place waitin to leave...i want to see nicki minaj  i'm hopin my bf will take me..","neg","NO_QUERY","0"
"@MarioAquino sorry man.. wasnt able to connect to twitter while in town last night. ","neg","NO_QUERY","0"
"@chantelrhodes I thought you were already happy.  ","pos","NO_QUERY","0"
"@bronwynlouise looks like it, 7 days of quarantine for me ","neg","NO_QUERY","0"
"@verkoren I want your job! Well, I really want to work in animation, but you are so close it makes me jealous. Enjoy your life. ","pos","NO_QUERY","0"
"I finally saw Rise of the Lycans... It was pretty good. Although I did miss Kate Beckinsale ","neg","NO_QUERY","0"
"hello everybody  its monday again-.-' the week has just begon &gt;.&lt;","pos","NO_QUERY","0"
"@1reddiamond @sierraistunt Since u both asked! She Ok, not really eating tho  U know she love food","neg","NO_QUERY","0"
"@entrepreneurblg would you love the rain if it were running down the walls of your office? ","neg","NO_QUERY","0"
"You are a twitter geek too ","pos","NO_QUERY","0"
"Six Flags was so much fun yesterday, despite the warm weather. Omg @ Silvera losing her keys there ","neg","NO_QUERY","0"
"But I would walk 500 miles, and I would walk 500 more Just to be the man (*ahem* WOMAN) who walked 5,000 miles to fall down at your door ","pos","NO_QUERY","0"
"@dougiemcfly OMG OMG LAST NIGHT WAS AMAZING! HAMMERSMITH WOOOOOOO!!  WAS SUCH A GREAT SHOW! YOU LOOKED AMAZING! LOVE YOU!  X X X","pos","NO_QUERY","0"
"Last day of highschool ","neg","NO_QUERY","0"
"just found out they are making a 4th Pirates of the Caribbean movie and is so happy now my life is complete ","pos","NO_QUERY","0"
"AAARRGH...got stung by a friggin wasp.   INSIDE my house.  Friggin thing flew in the door, landed on my toe and stung the shiz outta me. ","neg","NO_QUERY","0"
"walking to kfc with clare  ","pos","NO_QUERY","0"
"Awww shoot. I have to work at 3:30.  in the ice cream shop today................... ","neg","NO_QUERY","0"
"I wish @dunkindonuts would deliver. ","pos","NO_QUERY","0"
"@Oblivious_Nia Thankies.  No H&amp;M's nearby, right? Can you get it through @tokiohotelusa ?","pos","NO_QUERY","0"
"Woohoo Hero with rosie is out ","pos","NO_QUERY","0"
"@brhis no blue shirt on &quot;blue shirt Friday&quot; is like finding out Santa Claus isn't real!!!!! I'm SO disappointed!   #brettislame","neg","NO_QUERY","0"
"My hair is drying in nice soft waves! I'm hoping it doesn't turn into a big frizzball. I want to wear it like this tonight. Silly frizz. ","neg","NO_QUERY","0"
"the Venice place called me back, but it's actually ON Venice by Lincoln... ","neg","NO_QUERY","0"
"There may be a whole new team insanity ","pos","NO_QUERY","0"
"@tommcfly heeey, today  is fletcher day! =} be happy! ","pos","NO_QUERY","0"
"@Denise_V it NEEDS to be soon, it has been wayyyy to long already ","neg","NO_QUERY","0"
"&quot;If I have to crawl upon the floor, come crashing through your door, baby i can't fight this feeling anymore.&quot; ","pos","NO_QUERY","0"
"Now that I've said that, I'm going to do mahh huurrrrr (accent that however you'd like)  byyeee","pos","NO_QUERY","0"
"I would love nothing more than to go to bed right now. Sadly, the only place I will be going is work. ","neg","NO_QUERY","0"
"@RealHughJackman Hii ","pos","NO_QUERY","0"
"i dont want to be 18. ","neg","NO_QUERY","0"
"Overwhelmed with homework this weekend ","neg","NO_QUERY","0"
"Ugh what an amazing night. Time for bed! I know i'm gonna sleep well. And with no getting up early!  good night!","pos","NO_QUERY","0"
"found the perfect place 2 relax....underneath the shade ","pos","NO_QUERY","0"
"Is on his way to sonic! ","pos","NO_QUERY","0"
"@p_puddleduck Oh God I hope it doesn't go on sale in 2 weeks!!! Of course the last one they announced &amp; it went on sale next day ","neg","NO_QUERY","0"
"@niture no problem ","pos","NO_QUERY","0"
"Just CRUSHED prom ","pos","NO_QUERY","0"
"@svenskfisk Explain the difference as you see it, why don't you? ","pos","NO_QUERY","0"
"@JonathanRKnight So my friend @ayoobitch is waiting for you to add her ","neg","NO_QUERY","0"
"Lovely day. ","pos","NO_QUERY","0"
"Choir show was good | Going again tomorrow? ","pos","NO_QUERY","0"
"@troykids Could you play &quot;We Don't Wanna Come Down&quot; (explicit)? I just adore that song.  Please? Thanks. ","pos","NO_QUERY","0"
"@rebeccaquote i just want to be with you in canada homeland of many genius actors. what is the problem ","neg","NO_QUERY","0"
"@LyzzyBee looks like you got the twitter / fb hookup sorted! Can;t help with Skyring. maybe @SarahLibrarina can? Grt to tweet u ","pos","NO_QUERY","0"
"strangely spotted and aching in all my joints... inch long gash down my arm from broken glass. ","neg","NO_QUERY","0"
"night people  xx","pos","NO_QUERY","0"
"fredric took over my computer ","neg","NO_QUERY","0"
"is on the way to work dreading this commute  so I shall nap n hope I don't miss my stop","neg","NO_QUERY","0"
"http://hanakimi-luv.deviantart.com/ true professional atrist for a year seven ","pos","NO_QUERY","0"
"Left cricket n nobbs at the vet  http://ff.im/-3v2v8","neg","NO_QUERY","0"
"@SianLindemann I believe u can! Jack Lalanne is 94 &amp; works out every morning for 2 hours! ","pos","NO_QUERY","0"
"i dont feel well. ","neg","NO_QUERY","0"
"getting ready to babysit ","pos","NO_QUERY","0"
"Driving on the interstate with four windows stuck all the way down is not a good time. ","neg","NO_QUERY","0"
"@candice5355 Hey candice ","pos","NO_QUERY","0"
"Omg it got so cold in 1.5 seconds!! ","neg","NO_QUERY","0"
"good morning ","pos","NO_QUERY","0"
"@NatureWriter92 I love you. Just so you know ","pos","NO_QUERY","0"
"Michael, wine, bed.. Loving my comfy friday ","pos","NO_QUERY","0"
"@DigDan I wholeheartedly agree. But now I want kettle original chips.  DANG YOU TO HECK!","neg","NO_QUERY","0"
"I'm still awake   There's nothing on tv. Grr... I can't fall asleep. I wonder how many sheep I can count to before I fall asleep...","neg","NO_QUERY","0"
"I am looking forward to another great day!   Sunny and hot here in GA!","pos","NO_QUERY","0"
"Had a nice meal with relatives. Got an ok day tomorrow. The weekend starts again and so does work ","neg","NO_QUERY","0"
"@TwistedHelen DANG!  THAT is productivity!  I was sooooo tired i was ready to hibernate by 8pm!","pos","NO_QUERY","0"
"@NathalieNL Nothing she just says that everything I do is bad! ","neg","NO_QUERY","0"
"@dannywood How do you get up so early, let alone be ready for a work out???  I can barely do 645 ","neg","NO_QUERY","0"
"@mahafreed I thought you were journalist :-/ You do copywriting too? Yep I remember seeing that one ","pos","NO_QUERY","0"
"caydence hates me. ","neg","NO_QUERY","0"
"Is hungover, picking up hungover Nacho, it's tor time ","pos","NO_QUERY","0"
"@timecake im 747 im resigned to the fact its going to be tomorrow  #asylm","neg","NO_QUERY","0"
"@TESKELLY its not here ","neg","NO_QUERY","0"
"Im so tired, I want to take a nap ","neg","NO_QUERY","0"
